ds,y,temp
08/03/2023 18:00,24.27264214,
08/03/2023 18:05,24.12392807,
08/03/2023 18:10,24.12392807,
08/03/2023 18:15,24.12392807,
08/03/2023 18:20,23.97364998,
08/03/2023 18:25,23.97364998,
08/03/2023 18:30,23.97364998,
08/03/2023 18:35,23.97364998,
08/03/2023 18:40,23.97364998,
08/03/2023 18:45,23.97364998,
08/03/2023 18:50,23.97364998,
08/03/2023 18:55,23.97364998,
08/03/2023 19:00,23.97364998,
08/03/2023 19:05,23.97364998,
08/03/2023 19:10,23.82451439,
08/03/2023 19:15,23.82451439,
08/03/2023 19:20,23.82451439,
08/03/2023 19:25,23.82451439,
08/03/2023 19:30,23.82451439,
08/03/2023 19:35,23.82451439,
08/03/2023 19:40,23.82451439,
08/03/2023 19:45,23.82451439,
08/03/2023 19:50,23.67513466,
08/03/2023 19:55,23.67513466,
08/03/2023 20:00,23.67513466,
08/03/2023 20:05,23.67513466,
08/03/2023 20:10,23.67513466,
08/03/2023 20:15,23.67513466,
08/03/2023 20:20,23.67513466,
08/03/2023 20:25,23.67513466,
08/03/2023 20:30,23.67513466,
08/03/2023 20:35,23.67513466,
08/03/2023 20:40,23.67513466,
08/03/2023 20:45,23.67513466,
08/03/2023 20:50,23.67513466,
08/03/2023 20:55,23.67513466,
08/03/2023 21:00,23.67513466,
08/03/2023 21:05,23.67513466,
08/03/2023 21:10,23.67513466,
08/03/2023 21:15,23.67513466,
08/03/2023 21:20,23.67513466,
08/03/2023 21:25,23.67513466,
08/03/2023 21:30,23.67513466,
08/03/2023 21:35,23.67513466,
08/03/2023 21:40,23.67513466,
08/03/2023 21:45,23.67513466,
08/03/2023 21:50,23.67513466,
08/03/2023 21:55,23.67513466,
08/03/2023 22:00,23.67513466,
08/03/2023 22:05,23.67513466,
08/03/2023 22:10,23.67513466,
08/03/2023 22:15,23.67513466,
08/03/2023 22:20,23.67513466,
08/03/2023 22:25,23.67513466,
08/03/2023 22:30,23.67513466,
08/03/2023 22:35,23.67513466,
08/03/2023 22:40,23.82404709,
08/03/2023 22:45,23.82404709,
08/03/2023 22:50,23.82404709,
08/03/2023 22:55,23.82404709,
08/03/2023 23:00,23.82404709,
08/03/2023 23:05,23.82404709,
08/03/2023 23:10,23.82404709,
08/03/2023 23:15,23.82404709,
08/03/2023 23:20,23.82404709,
08/03/2023 23:25,23.82404709,
08/03/2023 23:30,23.82404709,
08/03/2023 23:35,23.82404709,
08/03/2023 23:40,23.82404709,
08/03/2023 23:45,23.82404709,
08/03/2023 23:50,23.82404709,
08/03/2023 23:55,23.82404709,
09/03/2023 0:00,23.82404709,
09/03/2023 0:05,23.82404709,
09/03/2023 0:10,23.82404709,
09/03/2023 0:15,23.82404709,
09/03/2023 0:20,23.82404709,
09/03/2023 0:25,23.82404709,
09/03/2023 0:30,23.82404709,
09/03/2023 0:35,23.82404709,
09/03/2023 0:40,23.82404709,
09/03/2023 0:45,23.82404709,
09/03/2023 0:50,23.82404709,
09/03/2023 0:55,23.82404709,
09/03/2023 1:00,23.82404709,
09/03/2023 1:05,23.82404709,
09/03/2023 1:10,23.82404709,
09/03/2023 1:15,23.82404709,
09/03/2023 1:20,23.82404709,
09/03/2023 1:25,23.82404709,
09/03/2023 1:30,23.82404709,
09/03/2023 1:35,23.82404709,
09/03/2023 1:40,23.82404709,
09/03/2023 1:45,23.82404709,
09/03/2023 1:50,23.82404709,
09/03/2023 1:55,23.82404709,
09/03/2023 2:00,23.82404709,
09/03/2023 2:05,23.82404709,
09/03/2023 2:10,23.82404709,
09/03/2023 2:15,23.82404709,
09/03/2023 2:20,23.82404709,
09/03/2023 2:25,23.82404709,
09/03/2023 2:30,23.82404709,
09/03/2023 2:35,23.82404709,
09/03/2023 2:40,23.82404709,
09/03/2023 2:45,23.82404709,
09/03/2023 2:50,23.82404709,
09/03/2023 2:55,23.82404709,
09/03/2023 3:00,23.82404709,
09/03/2023 3:05,23.82404709,
