ds,yhat
,23.968304
,23.973192
,23.972017
,23.97114
,23.97355
,23.97403
,24.22923
,24.230951
,24.230951
,24.215849
,24.215307
,24.204096
,24.216549
,24.221973
,24.220798
,24.234598
,24.241934
,24.242283
,24.24472
,24.245523
,24.245523
,24.254187
,24.253643
,24.264133
,24.39427
,24.399694
,24.39852
,24.414621
,24.421583
,24.423374
,24.375559
,24.376362
,24.376362
,24.38545
,24.384909
,24.397036
,24.409342
,24.41405
,24.412289
,24.428392
,24.42874
,24.430532
,24.381939
,24.388754
,24.388754
,24.404472
,24.40393
,24.409079
,24.410572
,24.41528
,24.414104
,24.43059
,24.430292
,24.434484
,24.388515
,24.386946
,24.386946
,24.39991
,24.399368
,24.411648
,24.41285
,24.417166
,24.415583
,24.43207
,24.432566
,24.43676
,24.398392
,24.397327
,24.397327
,24.410673
,24.411005
,24.531643
,24.54681
,24.557838
,24.556255
,24.57274
,24.57324
,24.577433
,24.537352
,24.531681
,24.531681
,24.546059
,24.54487
,24.55344
,24.553072
,24.561905
,24.560322
,24.576807
,24.575823
,24.580015
,24.506634
,24.397745
,24.397745
,24.403702
,24.406921
,24.41032
,24.410158
,24.414858
,24.413275
,24.42976
,24.429049
,24.43324
,24.40202
,24.385176
,24.385176
,24.40609
,24.399466
,24.415686
,24.415524
,24.403164
,24.40158
,24.418068
,24.418867
,24.421743
,24.384722
,24.383684
,24.383684
,24.39771
,24.391672
,24.393747
,24.393585
,24.274837
,24.273254
,24.28974
,24.283308
,24.288313
,24.23737
,24.239475
,24.239475
,24.251469
,24.248964
,24.259281
,24.259119
,24.261683
,24.2601
,24.276587
,24.273397
,24.278402
,24.237242
,24.237251
,24.237251
,24.249868
,24.249895
,24.260212
,24.26005
,24.262653
,24.26107
,24.277555
,24.276361
,24.281364
,24.237242
,24.237251
,24.237251
,24.249868
,24.249895
,24.260212
,24.26005
,24.262653
,24.26107
,24.277555
,24.276361
,24.281364
,24.2399
,24.237501
,24.237501
,24.249928
,24.249954
,24.259798
,24.259636
,24.257978
,24.262058
,24.278543
,24.2742
,24.277199
,24.223925
,24.096098
,24.096098
,24.105427
,24.105453
,24.11274
,24.112577
,24.112608
,24.113619
,24.126413
,23.985645
,23.988644
,23.971764
,23.973463
,23.973463
,24.111975
,24.110939
,24.119658
,24.11969
,24.122007
,24.12328
,24.122059
,24.12265
,24.125538
,24.122389
,24.122223
