ds,y,ds,y
09/03/2023 8:10,35.34,09/03/2023 8:10,35.46962032
09/03/2023 8:15,35.34,09/03/2023 8:15,35.73382516
09/03/2023 8:20,35.34,09/03/2023 8:20,36.00589898
09/03/2023 8:25,35.34,09/03/2023 8:25,36.28492771
09/03/2023 8:30,35.34,09/03/2023 8:30,36.5699639
09/03/2023 8:35,35.34,09/03/2023 8:35,36.86003271
09/03/2023 8:40,35.34,09/03/2023 8:40,37.1541378
09/03/2023 8:45,37.55,09/03/2023 8:45,37.45126757
09/03/2023 8:50,38.77,09/03/2023 8:50,37.75040122
09/03/2023 8:55,41.06,09/03/2023 8:55,38.05051501
09/03/2023 9:00,38.93,09/03/2023 9:00,38.35058834
09/03/2023 9:05,38.93,09/03/2023 9:05,38.64960988
09/03/2023 9:10,38.93,09/03/2023 9:10,38.94658349
09/03/2023 9:15,38.93,09/03/2023 9:15,39.24053404
09/03/2023 9:20,38.93,09/03/2023 9:20,39.53051302
