ds,y,y
09/03/2023 3:10,23.82404709,23.86153185
09/03/2023 3:15,23.82404709,23.8629875
09/03/2023 3:20,23.82404709,23.86435055
09/03/2023 3:25,23.82404709,23.8656013
09/03/2023 3:30,23.82404709,23.86672088
09/03/2023 3:35,23.82404709,23.86769148
09/03/2023 3:40,23.82404709,23.86849657
09/03/2023 3:45,23.82404709,23.86912106
09/03/2023 3:50,23.82404709,23.8695515
09/03/2023 3:55,23.82404709,23.86977625
09/03/2023 4:00,23.82404709,23.86978561
09/03/2023 4:05,23.82404709,23.869572
09/03/2023 4:10,23.82404709,23.86913006
09/03/2023 4:15,23.82404709,23.86845675
09/03/2023 4:20,23.82404709,23.86755149
09/03/2023 4:25,23.82404709,23.86641614
09/03/2023 4:30,23.82404709,23.86505515
09/03/2023 4:35,23.82404709,23.86347553
09/03/2023 4:40,23.67473793,23.86168686
09/03/2023 4:45,23.67473793,23.85970129
09/03/2023 4:50,23.67473793,23.85753355
09/03/2023 4:55,23.67473793,23.8552008
09/03/2023 5:00,23.67473793,23.85272264
09/03/2023 5:05,23.67473793,23.85012099
09/03/2023 5:10,23.67473793,23.84741995
09/03/2023 5:15,23.67473793,23.84464569
09/03/2023 5:20,23.82361603,23.8418263
09/03/2023 5:25,23.82361603,23.83899162
09/03/2023 5:30,23.82361603,23.83617302
09/03/2023 5:35,23.82361603,23.83340327
09/03/2023 5:40,23.82361603,23.83071624
09/03/2023 5:45,23.82361603,23.82814675
09/03/2023 5:50,23.82361603,23.82573029
09/03/2023 5:55,23.97254944,23.82350279
09/03/2023 6:00,23.97254944,23.82150039
09/03/2023 6:05,23.97254944,23.81975914
09/03/2023 6:10,23.97254944,23.81831478
09/03/2023 6:15,23.823452,23.81720246
09/03/2023 6:20,23.823452,23.81645652
09/03/2023 6:25,23.823452,23.81611016
09/03/2023 6:30,23.823452,23.8161953
09/03/2023 6:35,23.823452,23.81674222
09/03/2023 6:40,23.823452,23.81777941
09/03/2023 6:45,23.823452,23.81933332
09/03/2023 6:50,23.67344856,23.82142816
09/03/2023 6:55,23.67344856,23.82408565
09/03/2023 7:00,23.67344856,23.82732493
