ds,y,ds,y
2023-03-07 21:05:00,34.59,2023-03-07 21:05:00,33.98740475206604
2023-03-07 21:10:00,34.59,2023-03-07 21:10:00,33.956899917409935
2023-03-07 21:15:00,34.59,2023-03-07 21:15:00,33.9210530433225
2023-03-07 21:20:00,34.59,2023-03-07 21:20:00,33.8795134648518
2023-03-07 21:25:00,34.59,2023-03-07 21:25:00,33.83198054013673
2023-03-07 21:30:00,34.59,2023-03-07 21:30:00,33.778206727294425
2023-03-07 21:35:00,34.59,2023-03-07 21:35:00,33.71800026930086
2023-03-07 21:40:00,34.59,2023-03-07 21:40:00,33.65122746205059
2023-03-07 21:45:00,34.59,2023-03-07 21:45:00,33.57781448552312
2023-03-07 21:50:00,34.59,2023-03-07 21:50:00,33.49774877978823
2023-03-07 21:55:00,34.59,2023-03-07 21:55:00,33.41107995289465
2023-03-07 22:00:00,34.59,2023-03-07 22:00:00,33.31792020859025
2023-03-07 22:05:00,34.59,2023-03-07 22:05:00,33.21844428805771
2023-03-07 22:10:00,34.59,2023-03-07 22:10:00,33.11288892222833
2023-03-07 22:15:00,34.59,2023-03-07 22:15:00,33.00155179409792
2023-03-07 22:20:00,34.59,2023-03-07 22:20:00,32.88479001874742
2023-03-07 22:25:00,34.59,2023-03-07 22:25:00,32.763018143796494
2023-03-07 22:30:00,34.59,2023-03-07 22:30:00,32.63670568777544
2023-03-07 22:35:00,34.59,2023-03-07 22:35:00,32.5063742277543
2023-03-07 22:40:00,34.59,2023-03-07 22:40:00,32.37259405745043
2023-03-07 22:45:00,34.59,2023-03-07 22:45:00,32.23598043690763
2023-03-07 22:50:00,34.59,2023-03-07 22:50:00,32.09718946119847
2023-03-07 22:55:00,34.59,2023-03-07 22:55:00,31.95691357492535
2023-03-07 23:00:00,34.59,2023-03-07 23:00:00,31.81587676442453
2023-03-07 23:05:00,34.59,2023-03-07 23:05:00,31.674829464945372
2023-03-07 23:10:00,34.59,2023-03-07 23:10:00,31.534543214235857
2023-03-07 23:15:00,34.59,2023-03-07 23:15:00,31.395805096377213
2023-03-07 23:20:00,34.59,2023-03-07 23:20:00,31.25941201267149
2023-03-07 23:25:00,34.59,2023-03-07 23:25:00,31.126164825086164
2023-03-07 23:30:00,34.59,2023-03-07 23:30:00,30.9968624127346
2023-03-07 23:35:00,34.59,2023-03-07 23:35:00,30.872295687582362
2023-03-07 23:40:00,34.59,2023-03-07 23:40:00,30.753241613759933
2023-03-07 23:45:00,34.59,2023-03-07 23:45:00,30.640457274669103
2023-03-07 23:50:00,34.59,2023-03-07 23:50:00,30.534674035638545
2023-03-07 23:55:00,34.59,2023-03-07 23:55:00,30.436591842685836
2023-03-08 00:00:00,0.0,2023-03-08 00:00:00,30.3468737049893
2023-03-08 00:05:00,0.0,2023-03-08 00:05:00,30.26614040128355
2023-03-08 00:10:00,26.05,2023-03-08 00:10:00,30.194965452378376
2023-03-08 00:15:00,25.21,2023-03-08 00:15:00,30.133870399508623
2023-03-08 00:20:00,25.21,2023-03-08 00:20:00,30.08332042575422
2023-03-08 00:25:00,26.22,2023-03-08 00:25:00,30.043720352724097
2023-03-08 00:30:00,27.41,2023-03-08 00:30:00,30.015411052053043
2023-03-08 00:35:00,28.57,2023-03-08 00:35:00,29.998666294032162
2023-03-08 00:40:00,29.58,2023-03-08 00:40:00,29.99369006287052
2023-03-08 00:45:00,30.72,2023-03-08 00:45:00,30.000614361670014
2023-03-08 00:50:00,30.72,2023-03-08 00:50:00,30.019497526467497
2023-03-08 00:55:00,31.79,2023-03-08 00:55:00,30.05032306481102
2023-03-08 01:00:00,31.79,2023-03-08 01:00:00,30.09299903227086
2023-03-08 01:05:00,31.79,2023-03-08 01:05:00,30.14735795277639
