forecast_temp,forecast_new_point
23.974794678070932,33.058837037740105
23.9743492570796,33.05524429265283
23.975711480103104,33.04613767602653
23.975258821596533,33.050064439056094
23.9712140697119,33.07794755879796
23.96714969585149,33.14977993992008
23.970301525662073,33.23980066646294
23.973438617279164,31.57181745381823
23.971211961365363,32.079301717588514
23.96899412756939,32.88057767369427
23.97211201339166,32.91217003442689
23.971641540520334,33.0459199993217
23.974794678070932,33.058837037740105
23.9743492570796,33.05524429265283
23.975711480103104,33.04613767602653
23.975258821596533,33.050064439056094
23.9712140697119,33.07794755879796
23.96714969585149,33.14977993992008
23.970301525662073,33.23980066646294
23.973438617279164,31.57181745381823
23.971211961365363,32.079301717588514
23.96899412756939,32.88057767369427
23.97211201339166,32.91217003442689
23.971641540520334,33.0459199993217
23.974794678070932,33.058837037740105
23.9743492570796,33.05524429265283
23.975711480103104,33.04613767602653
23.975258821596533,33.050064439056094
23.9712140697119,33.07794755879796
23.96714969585149,33.14977993992008
23.970301525662073,33.23980066646294
23.973438617279164,31.57181745381823
23.971211961365363,32.079301717588514
23.96899412756939,32.88057767369427
23.97211201339166,32.91217003442689
23.971641540520334,33.0459199993217
23.974794678070932,33.058837037740105
23.9743492570796,33.05524429265283
23.975711480103104,33.04613767602653
23.975258821596533,33.050064439056094
23.9712140697119,33.07794755879796
23.96714969585149,33.14977993992008
23.970301525662073,33.23980066646294
23.973438617279164,31.57181745381823
23.971211961365363,32.079301717588514
23.96899412756939,32.88057767369427
23.97211201339166,32.91217003442689
23.971641540520334,33.0459199993217
23.974794678070932,33.058837037740105
23.9743492570796,33.05524429265283
23.975711480103104,33.04613767602653
23.975258821596533,33.050064439056094
23.9712140697119,33.07794755879796
23.96714969585149,33.14977993992008
23.970301525662073,33.23980066646294
23.973438617279164,31.57181745381823
23.971211961365363,32.079301717588514
23.96899412756939,32.88057767369427
23.97211201339166,32.91217003442689
23.971641540520334,33.0459199993217
23.974794678070932,33.058837037740105
23.9743492570796,33.05524429265283
23.975711480103104,33.04613767602653
23.975258821596533,33.050064439056094
23.9712140697119,33.07794755879796
23.96714969585149,33.14977993992008
23.970301525662073,33.23980066646294
23.973438617279164,31.57181745381823
23.971211961365363,32.079301717588514
23.96899412756939,32.88057767369427
23.97211201339166,32.91217003442689
23.971641540520334,33.0459199993217
23.974794678070932,33.058837037740105
23.9743492570796,33.05524429265283
23.975711480103104,33.04613767602653
23.975258821596533,33.050064439056094
23.9712140697119,33.07794755879796
23.96714969585149,33.14977993992008
23.970301525662073,33.23980066646294
23.973438617279164,31.57181745381823
23.971211961365363,32.079301717588514
23.96899412756939,32.88057767369427
23.97211201339166,32.91217003442689
23.971641540520334,33.0459199993217
23.974794678070932,33.058837037740105
23.9743492570796,33.05524429265283
23.975711480103104,33.04613767602653
23.975258821596533,33.050064439056094
23.9712140697119,33.07794755879796
23.96714969585149,33.14977993992008
23.970301525662073,33.23980066646294
23.973438617279164,31.57181745381823
23.971211961365363,32.079301717588514
23.96899412756939,32.88057767369427
23.97211201339166,32.91217003442689
23.971641540520334,33.0459199993217
23.974794678070932,33.058837037740105
23.9743492570796,33.05524429265283
23.975711480103104,33.04613767602653
23.975258821596533,33.050064439056094
23.9712140697119,33.07794755879796
23.96714969585149,33.14977993992008
23.970301525662073,33.23980066646294
23.973438617279164,31.57181745381823
23.971211961365363,32.079301717588514
23.96899412756939,32.88057767369427
23.97211201339166,32.91217003442689
23.971641540520334,33.0459199993217
23.974794678070932,33.058837037740105
23.9743492570796,33.05524429265283
23.975711480103104,33.04613767602653
23.975258821596533,33.050064439056094
23.9712140697119,33.07794755879796
23.96714969585149,33.14977993992008
23.970301525662073,33.23980066646294
23.973438617279164,31.57181745381823
23.971211961365363,32.079301717588514
23.96899412756939,32.88057767369427
23.97211201339166,32.91217003442689
23.971641540520334,33.0459199993217
23.974794678070932,33.058837037740105
23.9743492570796,33.05524429265283
23.975711480103104,33.04613767602653
23.975258821596533,33.050064439056094
23.9712140697119,33.07794755879796
23.96714969585149,33.14977993992008
23.970301525662073,33.23980066646294
23.973438617279164,31.57181745381823
23.971211961365363,32.079301717588514
23.96899412756939,32.88057767369427
23.97211201339166,32.91217003442689
23.971641540520334,33.0459199993217
23.974794678070932,33.058837037740105
23.9743492570796,33.05524429265283
23.975711480103104,33.04613767602653
23.975258821596533,33.050064439056094
23.9712140697119,33.07794755879796
23.96714969585149,33.14977993992008
23.970301525662073,33.23980066646294
23.973438617279164,31.57181745381823
23.971211961365363,32.079301717588514
23.96899412756939,32.88057767369427
23.97211201339166,32.91217003442689
23.971641540520334,33.0459199993217
23.974794678070932,33.058837037740105
23.9743492570796,33.05524429265283
23.975711480103104,33.04613767602653
23.975258821596533,33.050064439056094
23.9712140697119,33.07794755879796
23.96714969585149,33.14977993992008
23.970301525662073,33.23980066646294
23.973438617279164,31.57181745381823
23.971211961365363,32.079301717588514
23.96899412756939,32.88057767369427
23.97211201339166,32.91217003442689
23.971641540520334,33.0459199993217
23.974794678070932,33.058837037740105
23.9743492570796,33.05524429265283
23.975711480103104,33.04613767602653
23.975258821596533,33.050064439056094
23.9712140697119,33.07794755879796
23.96714969585149,33.14977993992008
23.970301525662073,33.23980066646294
23.973438617279164,31.57181745381823
23.971211961365363,32.079301717588514
23.96899412756939,32.88057767369427
23.97211201339166,32.91217003442689
23.971641540520334,33.0459199993217
23.974794678070932,33.058837037740105
23.9743492570796,33.05524429265283
23.975711480103104,33.04613767602653
23.975258821596533,33.050064439056094
23.9712140697119,33.07794755879796
23.96714969585149,33.14977993992008
23.970301525662073,33.23980066646294
23.973438617279164,31.57181745381823
23.971211961365363,32.079301717588514
23.96899412756939,32.88057767369427
23.97211201339166,32.91217003442689
23.971641540520334,33.0459199993217
23.974794678070932,33.058837037740105
23.9743492570796,33.05524429265283
23.975711480103104,33.04613767602653
23.975258821596533,33.050064439056094
23.9712140697119,33.07794755879796
23.96714969585149,33.14977993992008
23.970301525662073,33.23980066646294
23.973438617279164,31.57181745381823
23.971211961365363,32.079301717588514
23.96899412756939,32.88057767369427
23.97211201339166,32.91217003442689
23.971641540520334,33.0459199993217
23.974794678070932,33.058837037740105
23.9743492570796,33.05524429265283
23.975711480103104,33.04613767602653
23.975258821596533,33.050064439056094
23.9712140697119,33.07794755879796
23.96714969585149,33.14977993992008
23.970301525662073,33.23980066646294
23.973438617279164,31.57181745381823
0.0,0.0
