ts,org,0.001,0.01
2023-03-11T19:10:00+04:00 Dubai,36.20%,34.70792433,32.40272588
2023-03-11T19:15:00+04:00 Dubai,36.20%,34.62010896,32.31359546
2023-03-11T19:20:00+04:00 Dubai,36.20%,34.53796331,32.23024428
2023-03-11T19:25:00+04:00 Dubai,36.20%,34.46130157,32.15249226
2023-03-11T19:30:00+04:00 Dubai,36.20%,34.38989524,32.08011694
2023-03-11T19:35:00+04:00 Dubai,36.20%,34.32347506,32.01285525
2023-03-11T19:40:00+04:00 Dubai,36.20%,34.26173325,31.95040567
2023-03-11T19:45:00+04:00 Dubai,36.20%,34.20432603,31.89243069
2023-03-11T19:50:00+04:00 Dubai,36.20%,34.15087655,31.83855965
2023-03-11T19:55:00+04:00 Dubai,36.20%,34.10097804,31.78839174
2023-03-11T20:00:00+04:00 Dubai,36.20%,34.05419721,31.74149935
2023-03-11T20:05:00+04:00 Dubai,36.20%,34.01007795,31.69743168
2023-03-11T20:10:00+04:00 Dubai,36.20%,33.9681452,31.65571844
2023-03-11T20:15:00+04:00 Dubai,36.20%,33.92790897,31.61587388
2023-03-11T20:20:00+04:00 Dubai,36.20%,33.88886859,31.57740084
2023-03-11T20:25:00+04:00 Dubai,36.20%,33.85051699,31.53979501
2023-03-11T20:30:00+04:00 Dubai,36.20%,33.81234509,31.50254918
2023-03-11T20:35:00+04:00 Dubai,36.20%,33.77384628,31.46515766
2023-03-11T20:40:00+04:00 Dubai,36.20%,33.73452082,31.42712061
2023-03-11T20:45:00+04:00 Dubai,36.20%,33.69388027,31.38794838
2023-03-11T20:50:00+04:00 Dubai,36.20%,33.65145188,31.34716583
2023-03-11T20:55:00+04:00 Dubai,36.20%,33.60678282,31.30431651
2023-03-11T21:00:00+04:00 Dubai,36.20%,33.55944429,31.25896677
2023-03-11T21:05:00+04:00 Dubai,36.20%,33.50903554,31.21070963
2023-03-11T21:10:00+04:00 Dubai,36.20%,33.45518757,31.15916856
2023-03-11T21:15:00+04:00 Dubai,36.20%,33.39756669,31.10400096
2023-03-11T21:20:00+04:00 Dubai,36.20%,33.33587779,31.04490146
2023-03-11T21:25:00+04:00 Dubai,36.20%,33.26986729,30.98160487
2023-03-11T21:30:00+04:00 Dubai,36.20%,33.19932587,30.91388885
2023-03-11T21:35:00+04:00 Dubai,36.20%,33.12409071,30.84157634
2023-03-11T21:40:00+04:00 Dubai,36.20%,33.04404755,30.76453746
2023-03-11T21:45:00+04:00 Dubai,36.20%,32.95913222,30.68269127
2023-03-11T21:50:00+04:00 Dubai,36.20%,32.86933186,30.59600694
2023-03-11T21:55:00+04:00 Dubai,36.20%,32.77468573,30.50450468
2023-03-11T22:00:00+04:00 Dubai,36.20%,32.67528559,30.40825618
2023-03-11T22:05:00+04:00 Dubai,36.20%,32.57127563,30.3073847
2023-03-11T22:10:00+04:00 Dubai,36.20%,32.46285209,30.20206468
2023-03-11T22:15:00+04:00 Dubai,36.20%,32.35026228,30.09252101
2023-03-11T22:20:00+04:00 Dubai,36.20%,32.2338034,29.97902785
2023-03-11T22:25:00+04:00 Dubai,36.20%,32.11382071,29.86190704
2023-03-11T22:30:00+04:00 Dubai,36.20%,31.99070552,29.74152614
2023-03-11T22:35:00+04:00 Dubai,36.20%,31.86489266,29.6182961
2023-03-11T22:40:00+04:00 Dubai,35.07%,31.7368576,29.49266852
2023-03-11T22:45:00+04:00 Dubai,35.07%,31.60711328,29.36513262
2023-03-11T22:50:00+04:00 Dubai,35.07%,31.47620651,29.23621181
2023-03-11T22:55:00+04:00 Dubai,35.07%,31.34471418,29.10646005
2023-03-11T23:00:00+04:00 Dubai,35.07%,31.21323911,28.97645786
2023-03-11T23:05:00+04:00 Dubai,35.07%,31.08240569,28.84680814
2023-03-11T23:10:00+04:00 Dubai,33.91%,30.95285529,28.71813171
