Timestamp,DMC Building 1 Fahu_B1 Discharge-Air-Temp-Sensor,DMC Building 1 Fahu_B1 Discharge-Air-Temp-Sp,DMC Building 1 Fahu_B1 Discharge-Chilled-Water-Cool-Valve-Cmd
2024-04-01T11:00:00+04:00 Dubai,21.87590981,22,25.8479
2024-04-01T11:05:00+04:00 Dubai,21.87590981,22,26.9082
2024-04-01T11:10:00+04:00 Dubai,21.4196949,22,23.0905
2024-04-01T11:15:00+04:00 Dubai,20.96348763,22,19.1999
2024-04-01T11:20:00+04:00 Dubai,21.58662224,22,19.1532
2024-04-01T11:25:00+04:00 Dubai,22.04013634,22,20.6085
2024-04-01T11:30:00+04:00 Dubai,22.19021606,22,22.884
2024-04-01T11:35:00+04:00 Dubai,22.19021606,22,24.0826
2024-04-01T11:40:00+04:00 Dubai,22.34031105,22,26.224
2024-04-01T11:45:00+04:00 Dubai,22.63982964,22,28.6483
2024-04-01T11:50:00+04:00 Dubai,22.33209419,22,28.6279
2024-04-01T11:55:00+04:00 Dubai,22.33209419,22,27.619
2024-04-01T12:00:00+04:00 Dubai,22.33209419,22,29.8487
2024-04-01T12:05:00+04:00 Dubai,22.48314285,22,30.9325
2024-04-01T12:10:00+04:00 Dubai,22.48314285,22,31.9298
2024-04-01T12:15:00+04:00 Dubai,22.48314285,22,34.5947
2024-04-01T12:20:00+04:00 Dubai,21.84282875,22,31.2964
2024-04-01T12:25:00+04:00 Dubai,21.69240952,22,29.5432
2024-04-01T12:30:00+04:00 Dubai,21.69240952,22,28.4355
2024-04-01T12:35:00+04:00 Dubai,21.54075241,22,25.6652
2024-04-01T12:40:00+04:00 Dubai,21.38687134,22,24.2408
2024-04-01T12:45:00+04:00 Dubai,22.01400566,22,26.5367
2024-04-01T12:50:00+04:00 Dubai,22.16254234,22,27.7306
2024-04-01T12:55:00+04:00 Dubai,22.31638527,22,29.8862
2024-04-01T13:00:00+04:00 Dubai,22.31638527,22,30.967
2024-04-01T13:05:00+04:00 Dubai,22.77375984,22,34.4546
2024-04-01T13:10:00+04:00 Dubai,22.31015587,22,32.9203
2024-04-01T13:15:00+04:00 Dubai,22.15747643,22,32.8137
2024-04-01T13:20:00+04:00 Dubai,21.70210838,22,30.1599
2024-04-01T13:25:00+04:00 Dubai,22.00598717,22,31.3086
2024-04-01T13:30:00+04:00 Dubai,22.00598717,22,32.5106
2024-04-01T13:35:00+04:00 Dubai,21.85442543,22,31.0564
2024-04-01T13:40:00+04:00 Dubai,21.70503044,22,29.772
2024-04-01T13:45:00+04:00 Dubai,21.55595207,22,28.4051
2024-04-01T13:50:00+04:00 Dubai,21.55595207,22,27.3991
2024-04-01T13:55:00+04:00 Dubai,21.70577621,22,27.3991
2024-04-01T14:00:00+04:00 Dubai,21.24512863,22,22.5915
2024-04-01T14:05:00+04:00 Dubai,21.70353699,22,23.763
2024-04-01T14:10:00+04:00 Dubai,21.55409622,22,22.3524
2024-04-01T14:15:00+04:00 Dubai,21.24637413,22,18.501
2024-04-01T14:20:00+04:00 Dubai,21.54936028,22,17.3681
2024-04-01T14:25:00+04:00 Dubai,22.00522232,22,21.0648
2024-04-01T14:30:00+04:00 Dubai,22.30878258,22,23.6225
2024-04-01T14:35:00+04:00 Dubai,22.45830345,22,24.7461
2024-04-01T14:40:00+04:00 Dubai,22.45830345,22,27.0763
2024-04-01T14:45:00+04:00 Dubai,22.45830345,22,27.0763
2024-04-01T14:50:00+04:00 Dubai,22.30337715,22,28.3017
2024-04-01T14:55:00+04:00 Dubai,22.30337715,22,28.3017
2024-04-01T15:00:00+04:00 Dubai,21.84550285,22,26.4939
2024-04-01T15:05:00+04:00 Dubai,21.54306602,22,23.9175
2024-04-01T15:10:00+04:00 Dubai,21.54306602,22,22.8483
2024-04-01T15:15:00+04:00 Dubai,21.39406013,22,20.1021
2024-04-01T15:20:00+04:00 Dubai,21.39406013,22,18.6901
2024-04-01T15:25:00+04:00 Dubai,21.54730415,22,18.6901
2024-04-01T15:30:00+04:00 Dubai,22.00626183,22,19.1496
2024-04-01T15:35:00+04:00 Dubai,22.61990929,22,25.214
2024-04-01T15:40:00+04:00 Dubai,22.61990929,22,26.4862
2024-04-01T15:45:00+04:00 Dubai,22.61990929,22,27.4924
2024-04-01T15:50:00+04:00 Dubai,22.61990929,22,29.754
2024-04-01T15:55:00+04:00 Dubai,21.83788681,22,26.3096
2024-04-01T16:00:00+04:00 Dubai,21.53765106,22,22.0637
2024-04-01T16:05:00+04:00 Dubai,21.53765106,22,22.0637
2024-04-01T16:10:00+04:00 Dubai,21.22625732,22,19.0748
2024-04-01T16:15:00+04:00 Dubai,22.01785469,22,21.8047
2024-04-01T16:20:00+04:00 Dubai,22.32498741,22,23.3801
2024-04-01T16:25:00+04:00 Dubai,22.17507744,22,23.3801
2024-04-01T16:30:00+04:00 Dubai,22.32370377,22,25.4647
2024-04-01T16:35:00+04:00 Dubai,22.32370377,22,26.648
2024-04-01T16:40:00+04:00 Dubai,22.32370377,22,26.648
2024-04-01T16:45:00+04:00 Dubai,22.32370377,22,27.7644
2024-04-01T16:50:00+04:00 Dubai,22.32370377,22,28.8249
2024-04-01T16:55:00+04:00 Dubai,22.32370377,22,30.0475
2024-04-01T17:00:00+04:00 Dubai,21.22849274,22,23.3716
2024-04-01T17:05:00+04:00 Dubai,21.07923508,22,19.4533
2024-04-01T17:10:00+04:00 Dubai,21.22985458,22,18.3764
2024-04-01T17:15:00+04:00 Dubai,21.53421593,22,17.0001
2024-04-01T17:20:00+04:00 Dubai,22.6548233,22,24.1046
2024-04-01T17:25:00+04:00 Dubai,22.6548233,22,25.7886
2024-04-01T17:30:00+04:00 Dubai,22.50618553,22,26.7867
2024-04-01T17:35:00+04:00 Dubai,22.50618553,22,27.9181
2024-04-01T17:40:00+04:00 Dubai,22.34516335,22,29.0818
2024-04-01T17:45:00+04:00 Dubai,21.58063507,22,23.5955
2024-04-01T17:50:00+04:00 Dubai,21.58063507,22,23.5955
2024-04-01T17:55:00+04:00 Dubai,21.58063507,22,22.5055
2024-04-01T18:00:00+04:00 Dubai,21.58063507,22,21.1665
2024-04-01T18:05:00+04:00 Dubai,21.58063507,22,19.8175
2024-04-01T18:10:00+04:00 Dubai,21.58063507,22,18.7757
2024-04-01T18:15:00+04:00 Dubai,21.73034859,22,17.9523
2024-04-01T18:20:00+04:00 Dubai,22.19044495,22,20.5944
2024-04-01T18:25:00+04:00 Dubai,22.49225998,22,23.5005
2024-04-01T18:30:00+04:00 Dubai,22.33971024,22,23.5005
2024-04-01T18:35:00+04:00 Dubai,22.33971024,22,23.5005
2024-04-01T18:40:00+04:00 Dubai,22.33971024,22,24.8158
2024-04-01T18:45:00+04:00 Dubai,22.33971024,22,25.9376
2024-04-01T18:50:00+04:00 Dubai,22.33971024,22,25.9376
2024-04-01T18:55:00+04:00 Dubai,22.18691063,22,25.9376
2024-04-01T19:00:00+04:00 Dubai,22.18691063,22,27.3441
2024-04-01T19:05:00+04:00 Dubai,22.18691063,22,27.3441
2024-04-01T19:10:00+04:00 Dubai,21.87643242,22,0
2024-04-01T19:15:00+04:00 Dubai,22.33538246,22,0
2024-04-01T19:20:00+04:00 Dubai,22.79616547,22,0
2024-04-01T19:25:00+04:00 Dubai,23.25542068,22,0
2024-04-01T19:30:00+04:00 Dubai,23.70870399,22,0
2024-04-01T19:35:00+04:00 Dubai,24.01080322,22,0
2024-04-01T19:40:00+04:00 Dubai,24.16122627,22,0
2024-04-01T19:45:00+04:00 Dubai,24.61723518,22,0
2024-04-01T19:50:00+04:00 Dubai,24.76588631,22,0
2024-04-01T19:55:00+04:00 Dubai,25.06725502,22,0
2024-04-01T20:00:00+04:00 Dubai,25.2191925,22,0
2024-04-01T20:05:00+04:00 Dubai,25.36927605,22,0
2024-04-01T20:10:00+04:00 Dubai,25.36927605,22,0
2024-04-01T20:15:00+04:00 Dubai,25.52111244,22,0
2024-04-01T20:20:00+04:00 Dubai,25.52111244,22,0
2024-04-01T20:25:00+04:00 Dubai,25.67111397,22,0
2024-04-01T20:30:00+04:00 Dubai,25.67111397,22,0
2024-04-01T20:35:00+04:00 Dubai,25.67111397,22,0
2024-04-01T20:40:00+04:00 Dubai,25.8196888,22,0
2024-04-01T20:45:00+04:00 Dubai,25.8196888,22,0
2024-04-01T20:50:00+04:00 Dubai,25.96915245,22,0
2024-04-01T20:55:00+04:00 Dubai,25.96915245,22,0
2024-04-01T21:00:00+04:00 Dubai,25.96915245,22,0
2024-04-01T21:05:00+04:00 Dubai,25.96915245,22,0
2024-04-01T21:10:00+04:00 Dubai,25.96915245,22,0
2024-04-01T21:15:00+04:00 Dubai,25.96915245,22,0
2024-04-01T21:20:00+04:00 Dubai,25.96915245,22,0
2024-04-01T21:25:00+04:00 Dubai,25.96915245,22,0
2024-04-01T21:30:00+04:00 Dubai,25.96915245,22,0
2024-04-01T21:35:00+04:00 Dubai,25.96915245,22,0
2024-04-01T21:40:00+04:00 Dubai,25.96915245,22,0
2024-04-01T21:45:00+04:00 Dubai,25.96915245,22,0
2024-04-01T21:50:00+04:00 Dubai,25.96915245,22,0
2024-04-01T21:55:00+04:00 Dubai,25.96915245,22,0
2024-04-01T22:00:00+04:00 Dubai,25.96915245,22,0
2024-04-01T22:05:00+04:00 Dubai,25.96915245,22,0
2024-04-01T22:10:00+04:00 Dubai,25.96915245,22,0
2024-04-01T22:15:00+04:00 Dubai,25.96915245,22,0
2024-04-01T22:20:00+04:00 Dubai,25.96915245,22,0
2024-04-01T22:25:00+04:00 Dubai,25.96915245,22,0
2024-04-01T22:30:00+04:00 Dubai,25.96915245,22,0
2024-04-01T22:35:00+04:00 Dubai,25.96915245,22,0
2024-04-01T22:40:00+04:00 Dubai,25.96915245,22,0
2024-04-01T22:45:00+04:00 Dubai,25.96915245,22,0
2024-04-01T22:50:00+04:00 Dubai,25.96915245,22,0
2024-04-01T22:55:00+04:00 Dubai,25.96915245,22,0
2024-04-01T23:00:00+04:00 Dubai,25.96915245,22,0
2024-04-01T23:05:00+04:00 Dubai,25.96915245,22,0
2024-04-01T23:10:00+04:00 Dubai,25.96915245,22,0
2024-04-01T23:15:00+04:00 Dubai,25.81908607,22,0
2024-04-01T23:20:00+04:00 Dubai,25.81908607,22,0
2024-04-01T23:25:00+04:00 Dubai,25.81908607,22,0
2024-04-01T23:30:00+04:00 Dubai,25.81908607,22,0
2024-04-01T23:35:00+04:00 Dubai,25.66898346,22,0
2024-04-01T23:40:00+04:00 Dubai,25.66898346,22,0
2024-04-01T23:45:00+04:00 Dubai,25.66898346,22,0
2024-04-01T23:50:00+04:00 Dubai,25.66898346,22,0
2024-04-01T23:55:00+04:00 Dubai,25.66898346,22,0
2024-04-02T00:00:00+04:00 Dubai,25.66898346,22,0
2024-04-02T00:05:00+04:00 Dubai,25.66898346,22,0
2024-04-02T00:10:00+04:00 Dubai,25.66898346,22,0
2024-04-02T00:15:00+04:00 Dubai,25.66898346,22,0
2024-04-02T00:20:00+04:00 Dubai,25.66898346,22,0
2024-04-02T00:25:00+04:00 Dubai,25.66898346,22,0
2024-04-02T00:30:00+04:00 Dubai,25.51866531,22,0
2024-04-02T00:35:00+04:00 Dubai,25.51866531,22,0
2024-04-02T00:40:00+04:00 Dubai,25.51866531,22,0
2024-04-02T00:45:00+04:00 Dubai,25.36836243,22,0
2024-04-02T00:50:00+04:00 Dubai,25.36836243,22,0
2024-04-02T00:55:00+04:00 Dubai,25.21980858,22,0
2024-04-02T01:00:00+04:00 Dubai,25.21980858,22,0
2024-04-02T01:05:00+04:00 Dubai,25.21980858,22,0
2024-04-02T01:10:00+04:00 Dubai,25.07100677,22,0
2024-04-02T01:15:00+04:00 Dubai,25.07100677,22,0
2024-04-02T01:20:00+04:00 Dubai,25.07100677,22,0
2024-04-02T01:25:00+04:00 Dubai,25.07100677,22,0
2024-04-02T01:30:00+04:00 Dubai,24.92072678,22,0
2024-04-02T01:35:00+04:00 Dubai,24.92072678,22,0
2024-04-02T01:40:00+04:00 Dubai,24.77188873,22,0
2024-04-02T01:45:00+04:00 Dubai,24.77188873,22,0
2024-04-02T01:50:00+04:00 Dubai,24.77188873,22,0
2024-04-02T01:55:00+04:00 Dubai,24.77188873,22,0
2024-04-02T02:00:00+04:00 Dubai,24.77188873,22,0
2024-04-02T02:05:00+04:00 Dubai,24.77188873,22,0
2024-04-02T02:10:00+04:00 Dubai,24.77188873,22,0
2024-04-02T02:15:00+04:00 Dubai,24.77188873,22,0
2024-04-02T02:20:00+04:00 Dubai,24.77188873,22,0
2024-04-02T02:25:00+04:00 Dubai,24.77188873,22,0
2024-04-02T02:30:00+04:00 Dubai,24.77188873,22,0
2024-04-02T02:35:00+04:00 Dubai,24.62231255,22,0
2024-04-02T02:40:00+04:00 Dubai,24.62231255,22,0
2024-04-02T02:45:00+04:00 Dubai,24.62231255,22,0
2024-04-02T02:50:00+04:00 Dubai,24.62231255,22,0
2024-04-02T02:55:00+04:00 Dubai,24.62231255,22,0
2024-04-02T03:00:00+04:00 Dubai,24.62231255,22,0
2024-04-02T03:05:00+04:00 Dubai,24.62231255,22,0
2024-04-02T03:10:00+04:00 Dubai,24.62231255,22,0
2024-04-02T03:15:00+04:00 Dubai,24.62231255,22,0
2024-04-02T03:20:00+04:00 Dubai,24.47205162,22,0
2024-04-02T03:25:00+04:00 Dubai,24.47205162,22,0
2024-04-02T03:30:00+04:00 Dubai,24.47205162,22,0
2024-04-02T03:35:00+04:00 Dubai,24.47205162,22,0
2024-04-02T03:40:00+04:00 Dubai,24.32323647,22,0
2024-04-02T03:45:00+04:00 Dubai,24.32323647,22,0
2024-04-02T03:50:00+04:00 Dubai,24.32323647,22,0
2024-04-02T03:55:00+04:00 Dubai,24.17440224,22,0
2024-04-02T04:00:00+04:00 Dubai,24.17440224,22,0
2024-04-02T04:05:00+04:00 Dubai,24.17440224,22,0
2024-04-02T04:10:00+04:00 Dubai,24.17440224,22,0
2024-04-02T04:15:00+04:00 Dubai,24.17440224,22,0
2024-04-02T04:20:00+04:00 Dubai,24.17440224,22,0
2024-04-02T04:25:00+04:00 Dubai,24.17440224,22,0
2024-04-02T04:30:00+04:00 Dubai,24.0256176,22,0
2024-04-02T04:35:00+04:00 Dubai,24.0256176,22,0
2024-04-02T04:40:00+04:00 Dubai,24.0256176,22,0
2024-04-02T04:45:00+04:00 Dubai,24.0256176,22,0
2024-04-02T04:50:00+04:00 Dubai,24.0256176,22,0
2024-04-02T04:55:00+04:00 Dubai,24.0256176,22,0
2024-04-02T05:00:00+04:00 Dubai,24.0256176,22,0
2024-04-02T05:05:00+04:00 Dubai,24.0256176,22,0
2024-04-02T05:10:00+04:00 Dubai,24.0256176,22,0
2024-04-02T05:15:00+04:00 Dubai,24.0256176,22,0
2024-04-02T05:20:00+04:00 Dubai,24.0256176,22,0
2024-04-02T05:25:00+04:00 Dubai,24.0256176,22,0
2024-04-02T05:30:00+04:00 Dubai,24.0256176,22,0
2024-04-02T05:35:00+04:00 Dubai,24.0256176,22,0
2024-04-02T05:40:00+04:00 Dubai,24.0256176,22,0
2024-04-02T05:45:00+04:00 Dubai,23.87664795,22,0
2024-04-02T05:50:00+04:00 Dubai,23.87664795,22,0
2024-04-02T05:55:00+04:00 Dubai,23.87664795,22,0
2024-04-02T06:00:00+04:00 Dubai,23.72801781,22,0
2024-04-02T06:05:00+04:00 Dubai,23.72801781,22,0
2024-04-02T06:10:00+04:00 Dubai,23.72801781,22,0
2024-04-02T06:15:00+04:00 Dubai,23.578825,22,0
2024-04-02T06:20:00+04:00 Dubai,23.578825,22,0
2024-04-02T06:25:00+04:00 Dubai,23.578825,22,0
2024-04-02T06:30:00+04:00 Dubai,23.578825,22,0
2024-04-02T06:35:00+04:00 Dubai,23.578825,22,0
2024-04-02T06:40:00+04:00 Dubai,23.578825,22,0
2024-04-02T06:45:00+04:00 Dubai,23.578825,22,0
2024-04-02T06:50:00+04:00 Dubai,23.578825,22,0
2024-04-02T06:55:00+04:00 Dubai,23.72742081,22,0
2024-04-02T07:00:00+04:00 Dubai,23.87818718,22,0
2024-04-02T07:05:00+04:00 Dubai,24.02749062,22,0
2024-04-02T07:10:00+04:00 Dubai,24.65766144,22,8.9557
2024-04-02T07:15:00+04:00 Dubai,24.8087883,22,18.4448
2024-04-02T07:20:00+04:00 Dubai,24.65800667,22,23.5151
2024-04-02T07:25:00+04:00 Dubai,23.0339241,22,19.5657
2024-04-02T07:30:00+04:00 Dubai,22.0974865,22,15.2713
2024-04-02T07:35:00+04:00 Dubai,21.94578552,22,12.9481
2024-04-02T07:40:00+04:00 Dubai,21.94578552,22,12.9481
2024-04-02T07:45:00+04:00 Dubai,21.94578552,22,12.9481
2024-04-02T07:50:00+04:00 Dubai,22.93146324,22,16.5001
2024-04-02T07:55:00+04:00 Dubai,23.23120689,22,23.8564
2024-04-02T08:00:00+04:00 Dubai,21.97649956,22,17.5671
2024-04-02T08:05:00+04:00 Dubai,21.97649956,22,17.5671
2024-04-02T08:10:00+04:00 Dubai,21.8270874,22,15.3734
2024-04-02T08:15:00+04:00 Dubai,21.67663574,22,14.2022
2024-04-02T08:20:00+04:00 Dubai,21.67663574,22,14.2022
2024-04-02T08:25:00+04:00 Dubai,21.82537842,22,14.2022
2024-04-02T08:30:00+04:00 Dubai,21.67647552,22,13.1824
2024-04-02T08:35:00+04:00 Dubai,23.60796547,22,26.7176
2024-04-02T08:40:00+04:00 Dubai,21.97477722,22,18.329
2024-04-02T08:45:00+04:00 Dubai,21.82046509,22,16.2268
2024-04-02T08:50:00+04:00 Dubai,21.82046509,22,16.2268
2024-04-02T08:55:00+04:00 Dubai,21.82046509,22,15.1777
2024-04-02T09:00:00+04:00 Dubai,21.82046509,22,15.1777
2024-04-02T09:05:00+04:00 Dubai,22.12025833,22,16.2066
2024-04-02T09:10:00+04:00 Dubai,22.26973343,22,18.2932
2024-04-02T09:15:00+04:00 Dubai,22.42085648,22,20.836
2024-04-02T09:20:00+04:00 Dubai,22.72405815,22,24.266
2024-04-02T09:25:00+04:00 Dubai,22.72405815,22,25.3637
2024-04-02T09:30:00+04:00 Dubai,22.72405815,22,27.9667
2024-04-02T09:35:00+04:00 Dubai,22.72405815,22,30.7238
2024-04-02T09:40:00+04:00 Dubai,21.44737434,22,23.4976
2024-04-02T09:45:00+04:00 Dubai,21.5989418,22,21.9317
2024-04-02T09:50:00+04:00 Dubai,21.5989418,22,20.775
2024-04-02T09:55:00+04:00 Dubai,21.5989418,22,19.7684
2024-04-02T10:00:00+04:00 Dubai,21.5989418,22,19.7684
2024-04-02T10:05:00+04:00 Dubai,21.74866676,22,19.7684
2024-04-02T10:10:00+04:00 Dubai,21.74866676,22,18.5867
